Mi, 11. Nov 2015,   11:38
acc   1.0129E+1 +- 4.7E-2
t0    1.5933E+0 +- 6.5E-3
offs  -5.626E-2 +- 3.8E-2
time (s), phi (rad), Fit (rad)
NaN	0.00000E+0	NaN
NaN	0.00000E+0	NaN
NaN	0.00000E+0	NaN
NaN	0.00000E+0	NaN
NaN	0.00000E+0	NaN
NaN	0.00000E+0	NaN
NaN	0.00000E+0	NaN
NaN	0.00000E+0	NaN
NaN	0.00000E+0	NaN
NaN	0.00000E+0	NaN
NaN	0.00000E+0	NaN
NaN	0.00000E+0	NaN
NaN	0.00000E+0	NaN
NaN	0.00000E+0	NaN
NaN	0.00000E+0	NaN
NaN	0.00000E+0	NaN
0.00000E+0	0.00000E+0	-5.60302E-2
3.76991E-2	3.76991E-2	1.37821E-3
1.79071E-1	1.79071E-1	1.60079E-1
4.24115E-1	4.24115E-1	4.20072E-1
7.75973E-1	7.75973E-1	7.81357E-1
1.22836E+0	1.22836E+0	1.24394E+0
1.78442E+0	1.78442E+0	1.80781E+0
2.44416E+0	2.44416E+0	2.47297E+0
3.20442E+0	3.20442E+0	3.23942E+0
4.07150E+0	4.07150E+0	4.10717E+0
5.03911E+0	5.03911E+0	5.07621E+0
6.11040E+0	6.11040E+0	6.14654E+0
7.28849E+0	7.28849E+0	7.31816E+0
8.56712E+0	8.56712E+0	8.59108E+0
9.94942E+0	9.94942E+0	9.96529E+0
1.14323E+1	1.14323E+1	1.14408E+1
1.30188E+1	1.30188E+1	1.30176E+1
1.47058E+1	1.47058E+1	1.46957E+1
1.64965E+1	1.64965E+1	1.64750E+1
1.83846E+1	1.83846E+1	1.83557E+1
2.03764E+1	2.03764E+1	2.03377E+1
2.24718E+1	2.24718E+1	2.24209E+1
2.46646E+1	2.46646E+1	2.46055E+1
2.69580E+1	2.69580E+1	2.68913E+1
2.93550E+1	2.93550E+1	2.92785E+1
3.18463E+1	3.18463E+1	3.17669E+1
3.44004E+1	3.44004E+1	3.43566E+1
3.67504E+1	3.67504E+1	3.70476E+1
NaN	3.90846E+1	NaN
NaN	4.11360E+1	NaN
NaN	4.34545E+1	NaN
NaN	4.56599E+1	NaN
NaN	4.78873E+1	NaN
NaN	5.00676E+1	NaN
NaN	5.22321E+1	NaN
NaN	5.43653E+1	NaN
NaN	5.64607E+1	NaN
NaN	5.85279E+1	NaN
